group,function,value,sample_time_nanos,iteration_count
bench_group,sha512,2048,1048376.0,13
bench_group,sha512,2048,2078628.0,26
bench_group,sha512,2048,3110701.0,39
bench_group,sha512,2048,4210119.0,52
bench_group,sha512,2048,5174278.0,65
bench_group,sha512,2048,6269164.0,78
bench_group,sha512,2048,7333009.0,91
bench_group,sha512,2048,8306437.0,104
bench_group,sha512,2048,9339189.0,117
bench_group,sha512,2048,10375325.0,130
bench_group,sha512,2048,11409743.0,143
bench_group,sha512,2048,12508015.0,156
bench_group,sha512,2048,13476704.0,169
bench_group,sha512,2048,14533779.0,182
bench_group,sha512,2048,15542624.0,195
bench_group,sha512,2048,16638760.0,208
bench_group,sha512,2048,17634793.0,221
bench_group,sha512,2048,18951083.0,234
bench_group,sha512,2048,19706233.0,247
bench_group,sha512,2048,20772838.0,260
bench_group,sha512,2048,21949806.0,273
bench_group,sha512,2048,22863549.0,286
bench_group,sha512,2048,23879113.0,299
bench_group,sha512,2048,24926603.0,312
bench_group,sha512,2048,25961126.0,325
bench_group,sha512,2048,26974814.0,338
bench_group,sha512,2048,27971472.0,351
bench_group,sha512,2048,29059015.0,364
bench_group,sha512,2048,30093225.0,377
bench_group,sha512,2048,31143684.0,390
bench_group,sha512,2048,32190029.0,403
bench_group,sha512,2048,33199030.0,416
bench_group,sha512,2048,34233449.0,429
bench_group,sha512,2048,35315470.0,442
bench_group,sha512,2048,36317909.0,455
bench_group,sha512,2048,37469670.0,468
bench_group,sha512,2048,38519192.0,481
bench_group,sha512,2048,39461736.0,494
bench_group,sha512,2048,40503081.0,507
bench_group,sha512,2048,41552030.0,520
bench_group,sha512,2048,42534001.0,533
bench_group,sha512,2048,43675501.0,546
bench_group,sha512,2048,44597108.0,559
bench_group,sha512,2048,45931366.0,572
bench_group,sha512,2048,46703808.0,585
bench_group,sha512,2048,47706664.0,598
bench_group,sha512,2048,48755717.0,611
bench_group,sha512,2048,49999560.0,624
bench_group,sha512,2048,50862573.0,637
bench_group,sha512,2048,51895377.0,650
bench_group,sha512,2048,52924951.0,663
bench_group,sha512,2048,54028951.0,676
bench_group,sha512,2048,55000089.0,689
bench_group,sha512,2048,56110652.0,702
bench_group,sha512,2048,57271162.0,715
bench_group,sha512,2048,58118499.0,728
bench_group,sha512,2048,59172292.0,741
bench_group,sha512,2048,60189054.0,754
bench_group,sha512,2048,61247482.0,767
bench_group,sha512,2048,62295130.0,780
bench_group,sha512,2048,63339808.0,793
bench_group,sha512,2048,64370737.0,806
bench_group,sha512,2048,65460101.0,819
bench_group,sha512,2048,66406968.0,832
bench_group,sha512,2048,67474719.0,845
bench_group,sha512,2048,68515075.0,858
bench_group,sha512,2048,69481056.0,871
bench_group,sha512,2048,70579536.0,884
bench_group,sha512,2048,71642964.0,897
bench_group,sha512,2048,72813526.0,910
bench_group,sha512,2048,73680133.0,923
bench_group,sha512,2048,74720541.0,936
bench_group,sha512,2048,75720532.0,949
bench_group,sha512,2048,76780888.0,962
bench_group,sha512,2048,77902597.0,975
bench_group,sha512,2048,79048889.0,988
bench_group,sha512,2048,80082370.0,1001
bench_group,sha512,2048,80948821.0,1014
bench_group,sha512,2048,82017040.0,1027
bench_group,sha512,2048,82984532.0,1040
bench_group,sha512,2048,84115928.0,1053
bench_group,sha512,2048,85204512.0,1066
bench_group,sha512,2048,86380491.0,1079
bench_group,sha512,2048,87339806.0,1092
bench_group,sha512,2048,88212507.0,1105
bench_group,sha512,2048,89253644.0,1118
bench_group,sha512,2048,90267333.0,1131
bench_group,sha512,2048,91331438.0,1144
bench_group,sha512,2048,92468355.0,1157
bench_group,sha512,2048,93533554.0,1170
bench_group,sha512,2048,94470682.0,1183
bench_group,sha512,2048,95453225.0,1196
bench_group,sha512,2048,96582538.0,1209
bench_group,sha512,2048,97518102.0,1222
bench_group,sha512,2048,98719133.0,1235
bench_group,sha512,2048,99679647.0,1248
bench_group,sha512,2048,100680523.0,1261
bench_group,sha512,2048,101816450.0,1274
bench_group,sha512,2048,102909097.0,1287
bench_group,sha512,2048,103829297.0,1300
